Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN33319,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,3,11,Corporate,0,0,0,75,0,Not_Canceled
INN24993,2,0,0,1,Not Selected,0,Room_Type 1,23,2018,12,7,Online,0,0,0,88,2,Not_Canceled
INN15551,2,0,0,4,Meal Plan 1,0,Room_Type 1,14,2018,6,8,Offline,0,0,0,110.8,1,Not_Canceled
INN05601,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,2,29,Offline,0,0,0,45.5,0,Not_Canceled
INN25996,2,0,1,2,Meal Plan 1,0,Room_Type 4,130,2018,3,25,Online,0,0,0,123.67,1,Not_Canceled
INN11190,3,0,0,1,Meal Plan 1,0,Room_Type 4,102,2018,5,21,Online,0,0,0,159.3,1,Not_Canceled
INN07189,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,2,Online,0,0,0,74.67,0,Not_Canceled
INN28861,2,0,1,1,Meal Plan 1,0,Room_Type 4,45,2018,11,5,Online,0,0,0,106.2,2,Not_Canceled
INN02974,2,0,0,2,Meal Plan 1,0,Room_Type 1,23,2018,8,3,Online,0,0,0,151,1,Not_Canceled
INN03680,2,0,2,2,Not Selected,0,Room_Type 1,148,2018,4,23,Online,0,0,0,80.75,1,Not_Canceled
INN00107,2,0,1,4,Meal Plan 1,1,Room_Type 1,10,2017,11,2,Online,0,0,0,82.95,0,Not_Canceled
INN12276,2,0,2,2,Meal Plan 1,0,Room_Type 1,80,2018,3,25,Offline,0,0,0,74.8,0,Canceled
INN28683,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,11,26,Offline,0,0,0,80,0,Not_Canceled
INN04312,2,0,0,1,Not Selected,0,Room_Type 1,182,2018,10,12,Online,0,0,0,98.1,0,Canceled
INN26755,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,11,Offline,0,0,0,135,0,Not_Canceled
INN06769,2,0,0,4,Meal Plan 1,0,Room_Type 1,1,2018,2,10,Online,0,0,0,93,2,Not_Canceled
INN29580,2,0,0,1,Not Selected,0,Room_Type 1,23,2018,7,27,Online,0,0,0,139,1,Not_Canceled
INN04086,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,115,1,Canceled
INN29680,2,0,0,2,Meal Plan 1,0,Room_Type 4,31,2018,5,13,Offline,0,0,0,105.3,0,Not_Canceled
INN05010,2,0,1,2,Meal Plan 1,0,Room_Type 1,102,2018,5,16,Offline,0,0,0,75,0,Not_Canceled
INN14638,3,0,1,3,Meal Plan 1,0,Room_Type 6,22,2018,6,13,Online,0,0,0,206,2,Not_Canceled
INN00287,2,2,2,2,Meal Plan 1,0,Room_Type 6,84,2018,5,13,Online,0,0,0,187.85,1,Not_Canceled
INN20425,3,0,2,4,Meal Plan 1,0,Room_Type 4,39,2018,11,12,Online,0,0,0,124.67,0,Canceled
INN29458,2,0,2,5,Meal Plan 1,0,Room_Type 4,96,2018,11,6,Offline,0,0,0,78.2,0,Canceled
INN28762,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2017,10,19,Online,0,0,0,139,0,Not_Canceled
INN08399,2,2,0,3,Meal Plan 1,0,Room_Type 6,53,2018,4,28,Online,0,0,0,192,0,Not_Canceled
INN19517,1,0,0,3,Meal Plan 2,0,Room_Type 1,2,2017,10,13,Offline,0,0,0,91,0,Not_Canceled
INN29915,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95,0,Canceled
INN13572,2,0,0,4,Not Selected,0,Room_Type 1,236,2018,9,27,Online,0,0,0,84.43,1,Canceled
INN00875,2,0,0,2,Meal Plan 2,0,Room_Type 1,69,2017,9,22,Offline,0,0,0,106,0,Not_Canceled
INN34519,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,9,30,Online,0,0,0,110.5,1,Not_Canceled
INN23551,1,0,0,3,Not Selected,0,Room_Type 1,7,2018,6,29,Online,0,0,0,132.33,1,Not_Canceled
INN03634,2,0,0,4,Not Selected,0,Room_Type 1,15,2017,9,9,Offline,0,0,0,58.35,1,Not_Canceled
INN17343,1,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,10,18,Offline,0,0,0,107,0,Not_Canceled
INN28318,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled
INN31143,1,0,0,3,Meal Plan 1,0,Room_Type 1,16,2018,11,16,Offline,0,0,0,75,0,Not_Canceled
INN15614,2,0,2,1,Meal Plan 1,0,Room_Type 4,91,2018,8,6,Online,0,0,0,133.2,0,Not_Canceled
INN34454,2,0,0,4,Meal Plan 1,0,Room_Type 1,49,2018,3,8,Online,0,0,0,75.95,1,Not_Canceled
INN00720,3,0,0,1,Meal Plan 1,0,Room_Type 4,2,2018,5,27,Online,0,0,0,197,1,Not_Canceled
INN13797,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,Canceled
INN07506,2,0,1,3,Meal Plan 1,0,Room_Type 1,90,2018,5,12,Online,0,0,0,119.85,0,Canceled
INN17380,3,0,0,1,Meal Plan 1,0,Room_Type 4,65,2018,8,16,Online,0,0,0,168.3,2,Not_Canceled
INN06386,2,0,2,0,Meal Plan 1,0,Room_Type 2,9,2018,1,17,Online,0,0,0,86.25,0,Not_Canceled
INN00983,2,0,1,2,Meal Plan 1,1,Room_Type 1,43,2018,7,1,Online,0,0,0,126.9,1,Not_Canceled
INN36238,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,9,15,Online,0,0,0,159,1,Canceled
INN26586,2,0,2,1,Not Selected,0,Room_Type 1,67,2018,11,12,Online,0,0,0,79.2,2,Not_Canceled
INN15355,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115,1,Canceled
INN18905,2,0,1,1,Meal Plan 1,0,Room_Type 1,317,2018,11,19,Online,0,0,0,78.3,0,Canceled
INN31632,2,0,1,4,Meal Plan 1,0,Room_Type 4,41,2018,3,28,Online,0,0,0,114.04,0,Not_Canceled
INN35758,2,0,2,1,Meal Plan 1,0,Room_Type 1,38,2018,3,12,Offline,0,0,0,85,0,Not_Canceled
INN26184,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
INN30236,2,0,0,4,Meal Plan 1,0,Room_Type 1,100,2018,3,16,Online,0,0,0,53.24,0,Not_Canceled
INN15279,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Canceled
INN05368,2,0,2,3,Meal Plan 1,0,Room_Type 1,42,2018,2,18,Online,0,0,0,75.56,0,Canceled
INN16629,2,0,0,1,Meal Plan 2,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,96,1,Not_Canceled
INN33276,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Offline,0,0,0,65,0,Canceled
INN20759,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,10,5,Online,0,0,0,152,2,Not_Canceled
INN26826,2,0,0,2,Meal Plan 1,0,Room_Type 4,124,2018,5,6,Online,0,0,0,114.3,1,Not_Canceled
INN18279,2,0,1,0,Meal Plan 1,0,Room_Type 1,20,2018,6,12,Online,0,0,0,94.35,0,Not_Canceled
INN17243,1,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,10,2,Corporate,0,0,0,95,0,Not_Canceled
INN34871,1,0,1,2,Meal Plan 1,0,Room_Type 1,8,2018,2,15,Online,0,0,0,85,0,Canceled
INN09134,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,4,14,Aviation,0,0,0,95,0,Not_Canceled
INN16035,2,0,0,1,Meal Plan 1,0,Room_Type 1,45,2018,4,28,Online,0,0,0,106.2,1,Not_Canceled
INN24779,2,0,2,4,Meal Plan 1,0,Room_Type 1,28,2018,8,28,Online,0,0,0,115.37,1,Canceled
INN16764,3,0,2,2,Meal Plan 1,0,Room_Type 4,48,2018,10,15,Online,0,0,0,158.4,0,Not_Canceled
INN22563,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,80,0,Canceled
INN24025,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,8,Offline,0,0,0,45,0,Not_Canceled
INN25523,2,0,1,1,Not Selected,0,Room_Type 1,31,2018,3,26,Online,0,0,0,116.1,0,Canceled
INN24514,2,2,0,1,Meal Plan 1,1,Room_Type 6,75,2018,1,2,Online,0,0,0,180.2,1,Not_Canceled
INN02514,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,1,26,Corporate,0,0,0,79,0,Not_Canceled
INN11248,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,11,27,Online,0,0,0,87,1,Canceled
INN33968,1,0,2,0,Meal Plan 1,0,Room_Type 1,9,2018,1,31,Corporate,0,0,0,66,0,Not_Canceled
INN08368,2,2,0,4,Not Selected,0,Room_Type 6,1,2017,8,11,Online,0,0,0,153,1,Not_Canceled
INN15379,2,0,0,3,Meal Plan 1,0,Room_Type 4,57,2017,11,17,Offline,0,0,0,60,0,Not_Canceled
INN08003,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89,0,Canceled
INN27404,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,2017,10,14,Online,0,0,0,96.3,5,Not_Canceled
INN27850,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,7,27,Online,0,0,0,135.9,0,Not_Canceled
INN18507,2,1,0,1,Meal Plan 1,0,Room_Type 1,111,2018,7,16,Online,0,0,0,121.5,1,Not_Canceled
INN31993,2,0,2,5,Meal Plan 1,0,Room_Type 4,31,2018,5,10,Online,0,0,0,140.4,0,Not_Canceled
INN07822,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,2018,10,12,Online,0,0,0,118.8,1,Not_Canceled
INN16594,2,0,1,2,Meal Plan 1,0,Room_Type 4,95,2018,4,11,Online,0,0,0,68.2,0,Not_Canceled
INN16702,2,0,1,2,Meal Plan 1,0,Room_Type 1,191,2018,6,3,Offline,0,0,0,132,0,Canceled
INN11515,2,0,1,1,Not Selected,1,Room_Type 1,18,2018,9,3,Online,0,0,0,127,2,Not_Canceled
INN28430,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,6,22,Online,0,0,0,147,2,Not_Canceled
INN06404,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,5,2,Online,0,0,0,126.9,1,Not_Canceled
INN10745,2,2,0,4,Meal Plan 1,0,Room_Type 6,26,2018,9,27,Online,0,0,0,226.5,0,Canceled
INN00268,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,2017,8,23,Complementary,0,0,0,0,1,Not_Canceled
INN30573,2,0,2,2,Not Selected,0,Room_Type 1,75,2018,7,10,Online,0,0,0,99,1,Not_Canceled
INN34059,2,0,0,1,Meal Plan 1,0,Room_Type 4,3,2018,6,23,Online,0,0,0,124,1,Not_Canceled
INN23862,3,0,1,2,Meal Plan 1,0,Room_Type 4,48,2018,5,6,Online,0,0,0,159.3,0,Canceled
INN08542,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52,0,Canceled
INN23315,3,0,1,1,Meal Plan 1,0,Room_Type 4,55,2018,9,10,Online,0,0,0,168.3,1,Not_Canceled
INN09126,2,0,0,2,Meal Plan 1,1,Room_Type 4,88,2018,9,16,Online,0,0,0,158.4,1,Not_Canceled
INN32356,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,91,0,Not_Canceled
INN28917,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,20,Corporate,0,0,0,95,0,Not_Canceled
INN27626,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Offline,0,0,0,70,0,Canceled
INN27449,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Offline,0,0,0,65,0,Canceled
INN00290,3,0,1,2,Meal Plan 1,0,Room_Type 1,245,2018,10,28,Online,0,0,0,128.7,0,Canceled
INN20504,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
INN00545,2,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,6,10,Online,0,0,0,136,1,Not_Canceled
INN09543,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,6,14,Corporate,0,0,0,100,0,Not_Canceled
INN00736,2,0,0,3,Meal Plan 1,0,Room_Type 4,26,2018,4,27,Online,0,0,0,140.67,0,Canceled
INN20678,1,0,0,3,Meal Plan 1,0,Room_Type 1,214,2018,8,11,Online,0,0,0,90.9,1,Canceled
INN12330,2,0,1,2,Meal Plan 1,0,Room_Type 4,101,2018,4,11,Online,0,0,0,85.6,0,Not_Canceled
INN09041,2,0,2,1,Meal Plan 1,0,Room_Type 4,80,2017,11,14,Online,0,0,0,65.45,1,Not_Canceled
INN29874,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,116.33,0,Canceled
INN06308,2,1,0,3,Meal Plan 1,0,Room_Type 1,149,2018,7,20,Online,0,0,0,127.5,0,Canceled
INN33634,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2017,10,29,Offline,0,0,0,130,0,Not_Canceled
INN29925,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,1,14,Online,0,0,0,66.7,0,Not_Canceled
INN34826,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Offline,0,0,0,94.5,0,Canceled
INN01331,2,0,0,3,Meal Plan 2,0,Room_Type 1,11,2018,5,24,Offline,0,0,0,160,0,Not_Canceled
INN22484,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,2,10,Corporate,1,0,1,75,0,Not_Canceled
INN08393,2,0,1,3,Meal Plan 1,0,Room_Type 1,186,2018,7,21,Online,0,0,0,90.95,1,Not_Canceled
INN03443,3,0,2,3,Meal Plan 1,1,Room_Type 4,161,2018,8,14,Online,0,0,0,145.85,2,Canceled
INN00909,2,0,0,1,Not Selected,0,Room_Type 1,56,2018,7,27,Online,0,0,0,125.1,1,Not_Canceled
INN33589,2,0,2,1,Meal Plan 1,0,Room_Type 1,4,2018,1,30,Offline,0,0,0,66,0,Not_Canceled
INN29902,2,0,1,0,Meal Plan 1,0,Room_Type 1,8,2018,4,18,Online,0,0,0,101,1,Not_Canceled
INN02659,3,0,0,2,Meal Plan 1,1,Room_Type 4,127,2018,10,18,Online,0,0,0,160.2,1,Not_Canceled
INN19823,2,0,1,4,Meal Plan 1,0,Room_Type 1,336,2018,9,21,Offline,0,0,0,78,0,Not_Canceled
INN26436,2,3,1,0,Meal Plan 1,0,Room_Type 7,5,2018,2,1,Online,0,0,0,171.26,2,Not_Canceled
INN36063,2,0,1,2,Not Selected,0,Room_Type 1,160,2018,7,25,Online,0,0,0,94.5,0,Canceled
INN16207,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,8,13,Online,0,0,0,168,2,Not_Canceled
INN16002,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75,0,Canceled
INN13498,3,0,2,2,Meal Plan 1,0,Room_Type 1,17,2018,2,12,Online,0,0,0,127,0,Canceled
INN11905,3,0,1,0,Meal Plan 1,0,Room_Type 4,199,2018,8,28,Online,0,0,0,128.7,1,Canceled
INN35428,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52,0,Canceled
INN26060,2,0,1,3,Meal Plan 1,0,Room_Type 1,254,2018,9,29,Online,0,0,0,100.3,1,Canceled
INN26633,2,1,0,3,Meal Plan 1,0,Room_Type 1,110,2018,4,27,Online,0,0,0,96.3,1,Not_Canceled
INN02257,2,0,2,7,Not Selected,0,Room_Type 1,120,2018,5,31,Online,0,0,0,109.65,1,Canceled
INN35822,2,0,0,4,Meal Plan 1,0,Room_Type 1,19,2018,12,6,Online,0,0,0,102.79,2,Not_Canceled
INN01937,1,0,0,3,Meal Plan 1,0,Room_Type 1,58,2018,1,27,Offline,0,0,0,81,0,Not_Canceled
INN29904,2,0,2,1,Meal Plan 1,0,Room_Type 1,27,2018,9,18,Offline,0,0,0,85.5,0,Not_Canceled
INN20168,2,0,1,0,Meal Plan 1,0,Room_Type 1,123,2017,7,13,Online,0,0,0,76.5,1,Canceled
INN03273,2,0,1,1,Meal Plan 1,0,Room_Type 4,47,2018,5,21,Online,0,0,0,140.4,1,Not_Canceled
INN08161,2,0,2,3,Meal Plan 1,0,Room_Type 4,5,2018,4,1,Online,0,0,0,141,2,Not_Canceled
INN24987,1,0,0,2,Meal Plan 1,0,Room_Type 1,21,2017,12,17,Corporate,0,0,0,65,0,Not_Canceled
INN06972,2,0,0,4,Meal Plan 1,0,Room_Type 1,50,2018,11,16,Online,0,0,0,64.67,1,Not_Canceled
INN32183,2,0,2,4,Meal Plan 1,0,Room_Type 1,160,2018,4,27,Offline,0,0,0,90,0,Canceled
INN13472,2,0,0,2,Meal Plan 1,0,Room_Type 4,58,2018,4,22,Online,0,0,0,118.8,0,Canceled
INN16856,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52,0,Not_Canceled
INN13276,2,0,1,2,Meal Plan 1,0,Room_Type 1,136,2018,5,30,Online,0,0,0,105.6,1,Canceled
INN20090,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,2018,3,28,Offline,0,0,0,70,1,Not_Canceled
INN11607,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110,0,Canceled
INN13747,1,0,0,2,Not Selected,0,Room_Type 1,7,2018,11,30,Online,0,0,0,78,1,Canceled
INN09869,2,0,2,2,Meal Plan 1,0,Room_Type 4,172,2018,10,28,Online,0,0,0,104.4,0,Canceled
INN14066,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2018,8,28,Offline,0,0,0,85,0,Not_Canceled
INN17565,2,1,1,3,Meal Plan 1,0,Room_Type 1,49,2018,3,21,Online,0,0,0,108.8,1,Canceled
INN28647,2,0,4,7,Meal Plan 1,0,Room_Type 4,28,2018,6,12,Online,0,0,0,93.6,0,Not_Canceled
INN10692,2,0,2,2,Meal Plan 1,0,Room_Type 4,69,2018,4,23,Online,0,0,0,107.95,0,Not_Canceled
INN30093,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107,0,Canceled
INN12897,1,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,10,12,Offline,0,0,0,60,0,Not_Canceled
INN20476,2,0,0,3,Meal Plan 1,0,Room_Type 1,119,2018,6,7,Offline,0,0,0,120,0,Not_Canceled
INN04430,2,0,0,1,Meal Plan 1,0,Room_Type 2,107,2017,8,12,Online,0,0,0,76.5,0,Not_Canceled
INN01612,2,0,2,4,Meal Plan 1,0,Room_Type 1,57,2018,2,27,Online,0,0,0,59.21,1,Not_Canceled
INN16678,2,0,2,3,Meal Plan 1,0,Room_Type 1,86,2018,3,26,Online,0,0,0,95.85,1,Not_Canceled
INN27460,2,0,1,3,Meal Plan 1,0,Room_Type 1,57,2018,3,28,Online,0,0,0,85.85,1,Not_Canceled
INN34279,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,2,22,Online,0,0,0,85,0,Canceled
INN01967,2,0,1,4,Meal Plan 1,0,Room_Type 4,5,2018,8,22,Online,0,0,0,155,2,Not_Canceled
INN16307,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Canceled
INN02186,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,136,0,Not_Canceled
INN27578,1,0,0,1,Meal Plan 2,0,Room_Type 1,255,2018,6,14,Offline,0,0,0,87,0,Not_Canceled
INN06462,2,0,0,3,Meal Plan 1,0,Room_Type 1,188,2018,6,2,Offline,0,0,0,80.75,0,Not_Canceled
INN09967,3,0,2,0,Meal Plan 1,0,Room_Type 4,65,2018,4,24,Online,0,0,0,137.7,2,Not_Canceled
INN24477,2,0,2,1,Meal Plan 1,0,Room_Type 1,54,2018,7,3,Offline,0,0,0,85.5,0,Not_Canceled
INN31456,2,0,2,2,Meal Plan 1,0,Room_Type 1,88,2018,11,6,Online,0,0,0,165.75,1,Canceled
INN01239,3,0,1,3,Meal Plan 1,0,Room_Type 5,102,2018,5,5,Online,0,0,0,150.45,1,Not_Canceled
INN34315,1,0,0,1,Not Selected,0,Room_Type 1,181,2018,10,11,Online,0,0,0,78.48,0,Canceled
INN06531,2,0,2,1,Meal Plan 1,0,Room_Type 1,62,2018,9,11,Online,0,0,0,135.9,0,Canceled
INN23728,2,0,2,5,Not Selected,0,Room_Type 1,94,2018,4,7,Online,0,0,0,75.89,1,Canceled
INN16355,2,1,2,0,Meal Plan 1,0,Room_Type 4,75,2018,10,2,Online,0,0,0,96.78,1,Not_Canceled
INN28334,1,0,0,1,Meal Plan 1,0,Room_Type 1,34,2018,1,26,Corporate,0,0,0,59,0,Not_Canceled
INN23004,2,0,0,3,Meal Plan 1,0,Room_Type 1,146,2017,12,29,Offline,0,0,0,75,0,Not_Canceled
INN02254,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,Online,0,0,0,70,0,Canceled
INN22533,2,0,1,4,Meal Plan 1,0,Room_Type 1,76,2018,3,23,Online,0,0,0,100.6,1,Not_Canceled
INN23009,1,0,0,1,Meal Plan 1,1,Room_Type 2,1,2018,9,27,Corporate,1,0,2,65,0,Not_Canceled
INN14364,1,0,0,3,Meal Plan 1,0,Room_Type 1,14,2017,9,15,Online,0,0,0,114,1,Not_Canceled
INN01606,2,0,2,8,Not Selected,0,Room_Type 1,80,2018,3,30,Online,0,0,0,73.1,0,Canceled
INN32226,2,0,0,1,Not Selected,1,Room_Type 1,12,2018,2,17,Online,0,0,0,90,0,Not_Canceled
INN10381,2,0,1,1,Not Selected,0,Room_Type 1,39,2018,2,15,Online,0,0,0,67.5,0,Canceled
INN00953,2,0,2,2,Meal Plan 1,0,Room_Type 1,36,2018,5,21,Online,0,0,0,126.9,2,Not_Canceled
INN23965,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,99.9,0,Canceled
INN18547,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,7,29,Online,0,0,0,109,1,Not_Canceled
INN07293,2,0,0,3,Meal Plan 1,0,Room_Type 4,36,2018,9,28,Online,0,0,0,147.6,2,Not_Canceled
INN03985,2,0,1,2,Meal Plan 1,0,Room_Type 1,152,2018,8,1,Offline,0,0,0,72.25,0,Not_Canceled
INN15774,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90,0,Not_Canceled
INN01159,2,0,0,0,Meal Plan 1,0,Room_Type 1,145,2018,7,5,Online,0,0,0,0,1,Not_Canceled
INN12629,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109,0,Not_Canceled
INN02919,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,10,Online,0,0,0,84,0,Canceled
INN10997,1,0,2,1,Not Selected,0,Room_Type 1,32,2018,6,12,Online,0,0,0,65.14,1,Not_Canceled
INN13968,1,0,1,4,Meal Plan 1,0,Room_Type 1,13,2017,8,31,Online,0,0,0,92,2,Canceled
INN02111,2,0,1,0,Meal Plan 1,0,Room_Type 2,198,2018,7,17,Online,0,0,0,86.75,0,Canceled
INN28403,2,0,0,1,Meal Plan 1,0,Room_Type 1,30,2018,7,8,Online,0,0,0,135.9,1,Not_Canceled
INN14285,2,0,1,2,Meal Plan 1,0,Room_Type 1,65,2018,4,1,Online,0,0,0,67.81,1,Not_Canceled
INN22412,1,0,0,1,Meal Plan 1,0,Room_Type 1,225,2018,11,18,Online,0,0,0,72.9,1,Canceled
INN20679,3,0,1,4,Meal Plan 1,0,Room_Type 4,195,2018,8,8,Online,0,0,0,130.05,0,Canceled
INN14386,2,0,0,2,Meal Plan 1,1,Room_Type 1,266,2018,12,30,Online,0,0,0,96.3,1,Not_Canceled
INN05957,2,0,2,2,Meal Plan 1,0,Room_Type 1,36,2018,5,21,Online,0,0,0,126.9,2,Not_Canceled
INN05621,2,0,0,3,Meal Plan 1,0,Room_Type 4,303,2018,10,27,Online,0,0,0,105.3,3,Not_Canceled
INN11454,2,0,1,1,Meal Plan 1,0,Room_Type 4,73,2018,8,6,Online,0,0,0,140.4,1,Canceled
INN33795,2,0,1,2,Meal Plan 1,0,Room_Type 1,127,2018,6,27,Online,0,0,0,96.3,1,Not_Canceled
INN28163,1,0,0,3,Meal Plan 1,1,Room_Type 1,29,2018,4,5,Corporate,1,0,2,67,0,Not_Canceled
INN27599,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108,0,Canceled
INN28429,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN28854,3,0,1,4,Meal Plan 1,0,Room_Type 4,138,2018,8,17,Online,0,0,0,141.3,2,Not_Canceled
INN09443,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2017,9,26,Complementary,0,0,0,170,0,Not_Canceled
INN03846,2,0,0,2,Meal Plan 1,1,Room_Type 4,51,2018,8,23,Online,0,0,0,158.4,1,Not_Canceled
INN20048,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,6,3,Offline,0,0,0,90,0,Not_Canceled
INN20924,2,0,0,1,Meal Plan 1,0,Room_Type 1,9,2017,12,10,Corporate,0,0,0,75,1,Not_Canceled
INN03130,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,2018,4,9,Corporate,0,0,0,104,0,Not_Canceled
INN17532,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Canceled
INN09845,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,2018,11,12,Offline,0,0,0,77,0,Not_Canceled
INN04226,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,6,3,Offline,0,0,0,100,0,Not_Canceled
INN27348,1,0,0,1,Meal Plan 2,0,Room_Type 1,3,2018,4,9,Complementary,0,0,0,0,0,Not_Canceled
INN11571,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100,0,Not_Canceled
INN34864,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109,0,Not_Canceled
INN20638,2,0,1,2,Not Selected,0,Room_Type 1,18,2018,3,18,Online,0,0,0,97,0,Canceled
INN35100,2,0,0,4,Meal Plan 1,0,Room_Type 4,59,2018,4,27,Online,0,0,0,122.83,0,Canceled
INN25669,2,0,2,1,Meal Plan 1,0,Room_Type 1,10,2018,6,26,Online,0,0,0,124.33,1,Not_Canceled
INN05968,2,0,0,3,Not Selected,0,Room_Type 1,21,2018,10,19,Online,0,0,0,119,1,Not_Canceled
INN16269,2,0,0,2,Meal Plan 1,0,Room_Type 4,39,2018,10,27,Online,0,0,0,129.6,1,Not_Canceled
INN20704,1,0,0,1,Not Selected,0,Room_Type 1,36,2018,10,13,Online,0,0,0,102.6,2,Not_Canceled
INN16487,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109,0,Not_Canceled
